in_channels,out_channels,kernel_size,stride,groups,hw
672,672,3,1,14,14
672,672,3,2,14,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
672,672,3,1,14,7
672,672,3,2,14,7
672,672,1,1,1,7
672,168,1,1,1,7
168,672,1,1,1,7
720,720,3,1,15,14
720,720,3,2,15,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
720,720,3,1,15,7
720,720,3,2,15,7
720,720,1,1,1,7
720,180,1,1,1,7
180,720,1,1,1,7
768,768,3,1,16,14
768,768,3,2,16,14
768,768,1,1,1,14
768,192,1,1,1,14
192,768,1,1,1,14
768,768,3,1,16,7
768,768,3,2,16,7
768,768,1,1,1,7
768,192,1,1,1,7
192,768,1,1,1,7
816,816,3,1,17,14
816,816,3,2,17,14
816,816,1,1,1,14
816,204,1,1,1,14
204,816,1,1,1,14
816,816,3,1,17,7
816,816,3,2,17,7
816,816,1,1,1,7
816,204,1,1,1,7
204,816,1,1,1,7
864,864,3,1,18,14
864,864,3,2,18,14
864,864,1,1,1,14
864,216,1,1,1,14
216,864,1,1,1,14
864,864,3,1,18,7
864,864,3,2,18,7
864,864,1,1,1,7
864,216,1,1,1,7
216,864,1,1,1,7
912,912,3,1,19,14
912,912,3,2,19,14
912,912,1,1,1,14
912,228,1,1,1,14
228,912,1,1,1,14
912,912,3,1,19,7
912,912,3,2,19,7
912,912,1,1,1,7
912,228,1,1,1,7
228,912,1,1,1,7
960,960,3,1,20,14
960,960,3,2,20,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
960,960,3,1,20,7
960,960,3,2,20,7
960,960,1,1,1,7
960,240,1,1,1,7
240,960,1,1,1,7
1008,1008,3,1,21,14
1008,1008,3,2,21,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1008,1008,3,1,21,7
1008,1008,3,2,21,7
1008,1008,1,1,1,7
1008,252,1,1,1,7
252,1008,1,1,1,7
1056,1056,3,1,22,14
1056,1056,3,2,22,14
1056,1056,1,1,1,14
1056,264,1,1,1,14
264,1056,1,1,1,14
1056,1056,3,1,22,7
1056,1056,3,2,22,7
1056,1056,1,1,1,7
1056,264,1,1,1,7
264,1056,1,1,1,7
1104,1104,3,1,23,14
1104,1104,3,2,23,14
1104,1104,1,1,1,14
1104,276,1,1,1,14
276,1104,1,1,1,14
1104,1104,3,1,23,7
1104,1104,3,2,23,7
1104,1104,1,1,1,7
1104,276,1,1,1,7
276,1104,1,1,1,7
1152,1152,3,1,24,14
1152,1152,3,2,24,14
1152,1152,1,1,1,14
1152,288,1,1,1,14
288,1152,1,1,1,14
1152,1152,3,1,24,7
1152,1152,3,2,24,7
1152,1152,1,1,1,7
1152,288,1,1,1,7
288,1152,1,1,1,7
1200,1200,3,1,25,14
1200,1200,3,2,25,14
1200,1200,1,1,1,14
1200,300,1,1,1,14
300,1200,1,1,1,14
1200,1200,3,1,25,7
1200,1200,3,2,25,7
1200,1200,1,1,1,7
1200,300,1,1,1,7
300,1200,1,1,1,7
1248,1248,3,1,26,14
1248,1248,3,2,26,14
1248,1248,1,1,1,14
1248,312,1,1,1,14
312,1248,1,1,1,14
1248,1248,3,1,26,7
1248,1248,3,2,26,7
1248,1248,1,1,1,7
1248,312,1,1,1,7
312,1248,1,1,1,7
1296,1296,3,1,27,14
1296,1296,3,2,27,14
1296,1296,1,1,1,14
1296,324,1,1,1,14
324,1296,1,1,1,14
1296,1296,3,1,27,7
1296,1296,3,2,27,7
1296,1296,1,1,1,7
1296,324,1,1,1,7
324,1296,1,1,1,7
1344,1344,3,1,28,14
1344,1344,3,2,28,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1344,1344,3,1,28,7
1344,1344,3,2,28,7
1344,1344,1,1,1,7
1344,336,1,1,1,7
336,1344,1,1,1,7
1392,1392,3,1,29,14
1392,1392,3,2,29,14
1392,1392,1,1,1,14
1392,348,1,1,1,14
348,1392,1,1,1,14
1392,1392,3,1,29,7
1392,1392,3,2,29,7
1392,1392,1,1,1,7
1392,348,1,1,1,7
348,1392,1,1,1,7
1440,1440,3,1,30,14
1440,1440,3,2,30,14
1440,1440,1,1,1,14
1440,360,1,1,1,14
360,1440,1,1,1,14
1440,1440,3,1,30,7
1440,1440,3,2,30,7
1440,1440,1,1,1,7
1440,360,1,1,1,7
360,1440,1,1,1,7
1488,1488,3,1,31,14
1488,1488,3,2,31,14
1488,1488,1,1,1,14
1488,372,1,1,1,14
372,1488,1,1,1,14
1488,1488,3,1,31,7
1488,1488,3,2,31,7
1488,1488,1,1,1,7
1488,372,1,1,1,7
372,1488,1,1,1,7
1536,1536,3,1,32,14
1536,1536,3,2,32,14
1536,1536,1,1,1,14
1536,384,1,1,1,14
384,1536,1,1,1,14
1536,1536,3,1,32,7
1536,1536,3,2,32,7
1536,1536,1,1,1,7
1536,384,1,1,1,7
384,1536,1,1,1,7
1584,1584,3,1,33,14
1584,1584,3,2,33,14
1584,1584,1,1,1,14
1584,396,1,1,1,14
396,1584,1,1,1,14
1584,1584,3,1,33,7
1584,1584,3,2,33,7
1584,1584,1,1,1,7
1584,396,1,1,1,7
396,1584,1,1,1,7
1632,1632,3,1,34,14
1632,1632,3,2,34,14
1632,1632,1,1,1,14
1632,408,1,1,1,14
408,1632,1,1,1,14
1632,1632,3,1,34,7
1632,1632,3,2,34,7
1632,1632,1,1,1,7
1632,408,1,1,1,7
408,1632,1,1,1,7
1680,1680,3,1,35,14
1680,1680,3,2,35,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1680,1680,3,1,35,7
1680,1680,3,2,35,7
1680,1680,1,1,1,7
1680,420,1,1,1,7
420,1680,1,1,1,7
1728,1728,3,1,36,14
1728,1728,3,2,36,14
1728,1728,1,1,1,14
1728,432,1,1,1,14
432,1728,1,1,1,14
1728,1728,3,1,36,7
1728,1728,3,2,36,7
1728,1728,1,1,1,7
1728,432,1,1,1,7
432,1728,1,1,1,7
1776,1776,3,1,37,14
1776,1776,3,2,37,14
1776,1776,1,1,1,14
1776,444,1,1,1,14
444,1776,1,1,1,14
1776,1776,3,1,37,7
1776,1776,3,2,37,7
1776,1776,1,1,1,7
1776,444,1,1,1,7
444,1776,1,1,1,7
1824,1824,3,1,38,14
1824,1824,3,2,38,14
1824,1824,1,1,1,14
1824,456,1,1,1,14
456,1824,1,1,1,14
1824,1824,3,1,38,7
1824,1824,3,2,38,7
1824,1824,1,1,1,7
1824,456,1,1,1,7
456,1824,1,1,1,7
1872,1872,3,1,39,14
1872,1872,3,2,39,14
1872,1872,1,1,1,14
1872,468,1,1,1,14
468,1872,1,1,1,14
1872,1872,3,1,39,7
1872,1872,3,2,39,7
1872,1872,1,1,1,7
1872,468,1,1,1,7
468,1872,1,1,1,7
1920,1920,3,1,40,14
1920,1920,3,2,40,14
1920,1920,1,1,1,14
1920,480,1,1,1,14
480,1920,1,1,1,14
1920,1920,3,1,40,7
1920,1920,3,2,40,7
1920,1920,1,1,1,7
1920,480,1,1,1,7
480,1920,1,1,1,7
1968,1968,3,1,41,14
1968,1968,3,2,41,14
1968,1968,1,1,1,14
1968,492,1,1,1,14
492,1968,1,1,1,14
1968,1968,3,1,41,7
1968,1968,3,2,41,7
1968,1968,1,1,1,7
1968,492,1,1,1,7
492,1968,1,1,1,7
2016,2016,3,1,42,14
2016,2016,3,2,42,14
2016,2016,1,1,1,14
2016,504,1,1,1,14
504,2016,1,1,1,14
2016,2016,3,1,42,7
2016,2016,3,2,42,7
2016,2016,1,1,1,7
2016,504,1,1,1,7
504,2016,1,1,1,7
56,56,3,1,1,112
28,56,1,1,1,112
18,56,1,1,1,112
56,56,3,2,1,112
28,56,1,2,1,112
18,56,1,2,1,112
56,56,1,1,1,112
56,14,1,1,1,112
14,56,1,1,1,112
56,56,3,1,1,56
28,56,1,1,1,56
18,56,1,1,1,56
56,56,3,2,1,56
28,56,1,2,1,56
18,56,1,2,1,56
56,56,1,1,1,56
56,14,1,1,1,56
14,56,1,1,1,56
112,112,3,1,2,112
56,112,1,1,1,112
37,112,1,1,1,112
112,112,3,2,2,112
56,112,1,2,1,112
37,112,1,2,1,112
112,112,1,1,1,112
112,28,1,1,1,112
28,112,1,1,1,112
112,112,3,1,2,56
56,112,1,1,1,56
37,112,1,1,1,56
112,112,3,2,2,56
56,112,1,2,1,56
37,112,1,2,1,56
112,112,1,1,1,56
112,28,1,1,1,56
28,112,1,1,1,56
168,168,3,1,3,112
84,168,1,1,1,112
56,168,1,1,1,112
168,168,3,2,3,112
84,168,1,2,1,112
56,168,1,2,1,112
168,168,1,1,1,112
168,42,1,1,1,112
42,168,1,1,1,112
168,168,3,1,3,56
84,168,1,1,1,56
56,168,1,1,1,56
168,168,3,2,3,56
84,168,1,2,1,56
56,168,1,2,1,56
168,168,1,1,1,56
168,42,1,1,1,56
42,168,1,1,1,56
224,224,3,1,4,112
112,224,1,1,1,112
74,224,1,1,1,112
224,224,3,2,4,112
112,224,1,2,1,112
74,224,1,2,1,112
224,224,1,1,1,112
224,56,1,1,1,112
56,224,1,1,1,112
224,224,3,1,4,56
112,224,1,1,1,56
74,224,1,1,1,56
224,224,3,2,4,56
112,224,1,2,1,56
74,224,1,2,1,56
224,224,1,1,1,56
224,56,1,1,1,56
56,224,1,1,1,56
112,112,3,1,2,56
112,112,3,2,2,56
112,112,1,1,1,56
112,28,1,1,1,56
28,112,1,1,1,56
112,112,3,1,2,28
112,112,3,2,2,28
112,112,1,1,1,28
112,28,1,1,1,28
28,112,1,1,1,28
168,168,3,1,3,56
168,168,3,2,3,56
168,168,1,1,1,56
168,42,1,1,1,56
42,168,1,1,1,56
168,168,3,1,3,28
168,168,3,2,3,28
168,168,1,1,1,28
168,42,1,1,1,28
42,168,1,1,1,28
224,224,3,1,4,56
224,224,3,2,4,56
224,224,1,1,1,56
224,56,1,1,1,56
56,224,1,1,1,56
224,224,3,1,4,28
224,224,3,2,4,28
224,224,1,1,1,28
224,56,1,1,1,28
56,224,1,1,1,28
280,280,3,1,5,56
280,280,3,2,5,56
280,280,1,1,1,56
280,70,1,1,1,56
70,280,1,1,1,56
280,280,3,1,5,28
280,280,3,2,5,28
280,280,1,1,1,28
280,70,1,1,1,28
70,280,1,1,1,28
336,336,3,1,6,56
336,336,3,2,6,56
336,336,1,1,1,56
336,84,1,1,1,56
84,336,1,1,1,56
336,336,3,1,6,28
336,336,3,2,6,28
336,336,1,1,1,28
336,84,1,1,1,28
84,336,1,1,1,28
392,392,3,1,7,56
392,392,3,2,7,56
392,392,1,1,1,56
392,98,1,1,1,56
98,392,1,1,1,56
392,392,3,1,7,28
392,392,3,2,7,28
392,392,1,1,1,28
392,98,1,1,1,28
98,392,1,1,1,28
448,448,3,1,8,56
448,448,3,2,8,56
448,448,1,1,1,56
448,112,1,1,1,56
112,448,1,1,1,56
448,448,3,1,8,28
448,448,3,2,8,28
448,448,1,1,1,28
448,112,1,1,1,28
112,448,1,1,1,28
224,224,3,1,4,28
224,224,3,2,4,28
224,224,1,1,1,28
224,56,1,1,1,28
56,224,1,1,1,28
224,224,3,1,4,14
224,224,3,2,4,14
224,224,1,1,1,14
224,56,1,1,1,14
56,224,1,1,1,14
280,280,3,1,5,28
280,280,3,2,5,28
280,280,1,1,1,28
280,70,1,1,1,28
70,280,1,1,1,28
280,280,3,1,5,14
280,280,3,2,5,14
280,280,1,1,1,14
280,70,1,1,1,14
70,280,1,1,1,14
336,336,3,1,6,28
336,336,3,2,6,28
336,336,1,1,1,28
336,84,1,1,1,28
84,336,1,1,1,28
336,336,3,1,6,14
336,336,3,2,6,14
336,336,1,1,1,14
336,84,1,1,1,14
84,336,1,1,1,14
392,392,3,1,7,28
392,392,3,2,7,28
392,392,1,1,1,28
392,98,1,1,1,28
98,392,1,1,1,28
392,392,3,1,7,14
392,392,3,2,7,14
392,392,1,1,1,14
392,98,1,1,1,14
98,392,1,1,1,14
448,448,3,1,8,28
448,448,3,2,8,28
448,448,1,1,1,28
448,112,1,1,1,28
112,448,1,1,1,28
448,448,3,1,8,14
448,448,3,2,8,14
448,448,1,1,1,14
448,112,1,1,1,14
112,448,1,1,1,14
504,504,3,1,9,28
504,504,3,2,9,28
504,504,1,1,1,28
504,126,1,1,1,28
126,504,1,1,1,28
504,504,3,1,9,14
504,504,3,2,9,14
504,504,1,1,1,14
504,126,1,1,1,14
126,504,1,1,1,14
560,560,3,1,10,28
560,560,3,2,10,28
560,560,1,1,1,28
560,140,1,1,1,28
140,560,1,1,1,28
560,560,3,1,10,14
560,560,3,2,10,14
560,560,1,1,1,14
560,140,1,1,1,14
140,560,1,1,1,14
616,616,3,1,11,28
616,616,3,2,11,28
616,616,1,1,1,28
616,154,1,1,1,28
154,616,1,1,1,28
616,616,3,1,11,14
616,616,3,2,11,14
616,616,1,1,1,14
616,154,1,1,1,14
154,616,1,1,1,14
672,672,3,1,12,28
672,672,3,2,12,28
672,672,1,1,1,28
672,168,1,1,1,28
168,672,1,1,1,28
672,672,3,1,12,14
672,672,3,2,12,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
728,728,3,1,13,28
728,728,3,2,13,28
728,728,1,1,1,28
728,182,1,1,1,28
182,728,1,1,1,28
728,728,3,1,13,14
728,728,3,2,13,14
728,728,1,1,1,14
728,182,1,1,1,14
182,728,1,1,1,14
784,784,3,1,14,28
784,784,3,2,14,28
784,784,1,1,1,28
784,196,1,1,1,28
196,784,1,1,1,28
784,784,3,1,14,14
784,784,3,2,14,14
784,784,1,1,1,14
784,196,1,1,1,14
196,784,1,1,1,14
840,840,3,1,15,28
840,840,3,2,15,28
840,840,1,1,1,28
840,210,1,1,1,28
210,840,1,1,1,28
840,840,3,1,15,14
840,840,3,2,15,14
840,840,1,1,1,14
840,210,1,1,1,14
210,840,1,1,1,14
896,896,3,1,16,28
896,896,3,2,16,28
896,896,1,1,1,28
896,224,1,1,1,28
224,896,1,1,1,28
896,896,3,1,16,14
896,896,3,2,16,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
448,448,3,1,8,14
448,448,3,2,8,14
448,448,1,1,1,14
448,112,1,1,1,14
112,448,1,1,1,14
448,448,3,1,8,7
448,448,3,2,8,7
448,448,1,1,1,7
448,112,1,1,1,7
112,448,1,1,1,7
504,504,3,1,9,14
504,504,3,2,9,14
504,504,1,1,1,14
504,126,1,1,1,14
126,504,1,1,1,14
504,504,3,1,9,7
504,504,3,2,9,7
504,504,1,1,1,7
504,126,1,1,1,7
126,504,1,1,1,7
560,560,3,1,10,14
560,560,3,2,10,14
560,560,1,1,1,14
560,140,1,1,1,14
140,560,1,1,1,14
560,560,3,1,10,7
560,560,3,2,10,7
560,560,1,1,1,7
560,140,1,1,1,7
140,560,1,1,1,7
616,616,3,1,11,14
616,616,3,2,11,14
616,616,1,1,1,14
616,154,1,1,1,14
154,616,1,1,1,14
616,616,3,1,11,7
616,616,3,2,11,7
616,616,1,1,1,7
616,154,1,1,1,7
154,616,1,1,1,7
672,672,3,1,12,14
672,672,3,2,12,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
672,672,3,1,12,7
672,672,3,2,12,7
672,672,1,1,1,7
672,168,1,1,1,7
168,672,1,1,1,7
728,728,3,1,13,14
728,728,3,2,13,14
728,728,1,1,1,14
728,182,1,1,1,14
182,728,1,1,1,14
728,728,3,1,13,7
728,728,3,2,13,7
728,728,1,1,1,7
728,182,1,1,1,7
182,728,1,1,1,7
784,784,3,1,14,14
784,784,3,2,14,14
784,784,1,1,1,14
784,196,1,1,1,14
196,784,1,1,1,14
784,784,3,1,14,7
784,784,3,2,14,7
784,784,1,1,1,7
784,196,1,1,1,7
196,784,1,1,1,7
840,840,3,1,15,14
840,840,3,2,15,14
840,840,1,1,1,14
840,210,1,1,1,14
210,840,1,1,1,14
840,840,3,1,15,7
840,840,3,2,15,7
840,840,1,1,1,7
840,210,1,1,1,7
210,840,1,1,1,7
896,896,3,1,16,14
896,896,3,2,16,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
896,896,3,1,16,7
896,896,3,2,16,7
896,896,1,1,1,7
896,224,1,1,1,7
224,896,1,1,1,7
952,952,3,1,17,14
952,952,3,2,17,14
952,952,1,1,1,14
952,238,1,1,1,14
238,952,1,1,1,14
952,952,3,1,17,7
952,952,3,2,17,7
952,952,1,1,1,7
952,238,1,1,1,7
238,952,1,1,1,7
1008,1008,3,1,18,14
1008,1008,3,2,18,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1008,1008,3,1,18,7
1008,1008,3,2,18,7
1008,1008,1,1,1,7
1008,252,1,1,1,7
252,1008,1,1,1,7
1064,1064,3,1,19,14
1064,1064,3,2,19,14
1064,1064,1,1,1,14
1064,266,1,1,1,14
266,1064,1,1,1,14
1064,1064,3,1,19,7
1064,1064,3,2,19,7
1064,1064,1,1,1,7
1064,266,1,1,1,7
266,1064,1,1,1,7
1120,1120,3,1,20,14
1120,1120,3,2,20,14
1120,1120,1,1,1,14
1120,280,1,1,1,14
280,1120,1,1,1,14
1120,1120,3,1,20,7
1120,1120,3,2,20,7
1120,1120,1,1,1,7
1120,280,1,1,1,7
280,1120,1,1,1,7
1176,1176,3,1,21,14
1176,1176,3,2,21,14
1176,1176,1,1,1,14
1176,294,1,1,1,14
294,1176,1,1,1,14
1176,1176,3,1,21,7
1176,1176,3,2,21,7
1176,1176,1,1,1,7
1176,294,1,1,1,7
294,1176,1,1,1,7
1232,1232,3,1,22,14
1232,1232,3,2,22,14
1232,1232,1,1,1,14
1232,308,1,1,1,14
308,1232,1,1,1,14
1232,1232,3,1,22,7
1232,1232,3,2,22,7
1232,1232,1,1,1,7
1232,308,1,1,1,7
308,1232,1,1,1,7
1288,1288,3,1,23,14
1288,1288,3,2,23,14
1288,1288,1,1,1,14
1288,322,1,1,1,14
322,1288,1,1,1,14
1288,1288,3,1,23,7
1288,1288,3,2,23,7
1288,1288,1,1,1,7
1288,322,1,1,1,7
322,1288,1,1,1,7
1344,1344,3,1,24,14
1344,1344,3,2,24,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1344,1344,3,1,24,7
1344,1344,3,2,24,7
1344,1344,1,1,1,7
1344,336,1,1,1,7
336,1344,1,1,1,7
1400,1400,3,1,25,14
1400,1400,3,2,25,14
1400,1400,1,1,1,14
1400,350,1,1,1,14
350,1400,1,1,1,14
1400,1400,3,1,25,7
1400,1400,3,2,25,7
1400,1400,1,1,1,7
1400,350,1,1,1,7
350,1400,1,1,1,7
1456,1456,3,1,26,14
1456,1456,3,2,26,14
1456,1456,1,1,1,14
1456,364,1,1,1,14
364,1456,1,1,1,14
1456,1456,3,1,26,7
1456,1456,3,2,26,7
1456,1456,1,1,1,7
1456,364,1,1,1,7
364,1456,1,1,1,7
1512,1512,3,1,27,14
1512,1512,3,2,27,14
1512,1512,1,1,1,14
1512,378,1,1,1,14
378,1512,1,1,1,14
1512,1512,3,1,27,7
1512,1512,3,2,27,7
1512,1512,1,1,1,7
1512,378,1,1,1,7
378,1512,1,1,1,7
1568,1568,3,1,28,14
1568,1568,3,2,28,14
1568,1568,1,1,1,14
1568,392,1,1,1,14
392,1568,1,1,1,14
1568,1568,3,1,28,7
1568,1568,3,2,28,7
1568,1568,1,1,1,7
1568,392,1,1,1,7
392,1568,1,1,1,7
1624,1624,3,1,29,14
1624,1624,3,2,29,14
1624,1624,1,1,1,14
1624,406,1,1,1,14
406,1624,1,1,1,14
1624,1624,3,1,29,7
1624,1624,3,2,29,7
1624,1624,1,1,1,7
1624,406,1,1,1,7
406,1624,1,1,1,7
1680,1680,3,1,30,14
1680,1680,3,2,30,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1680,1680,3,1,30,7
1680,1680,3,2,30,7
1680,1680,1,1,1,7
1680,420,1,1,1,7
420,1680,1,1,1,7
1736,1736,3,1,31,14
1736,1736,3,2,31,14
1736,1736,1,1,1,14
1736,434,1,1,1,14
434,1736,1,1,1,14
1736,1736,3,1,31,7
1736,1736,3,2,31,7
1736,1736,1,1,1,7
1736,434,1,1,1,7
434,1736,1,1,1,7
1792,1792,3,1,32,14
1792,1792,3,2,32,14
1792,1792,1,1,1,14
1792,448,1,1,1,14
448,1792,1,1,1,14
1792,1792,3,1,32,7
1792,1792,3,2,32,7
1792,1792,1,1,1,7
1792,448,1,1,1,7
448,1792,1,1,1,7
1848,1848,3,1,33,14
1848,1848,3,2,33,14
1848,1848,1,1,1,14
1848,462,1,1,1,14
462,1848,1,1,1,14
1848,1848,3,1,33,7
1848,1848,3,2,33,7
1848,1848,1,1,1,7
1848,462,1,1,1,7
462,1848,1,1,1,7
1904,1904,3,1,34,14
1904,1904,3,2,34,14
1904,1904,1,1,1,14
1904,476,1,1,1,14
476,1904,1,1,1,14
1904,1904,3,1,34,7
1904,1904,3,2,34,7
1904,1904,1,1,1,7
1904,476,1,1,1,7
476,1904,1,1,1,7
1960,1960,3,1,35,14
1960,1960,3,2,35,14
1960,1960,1,1,1,14
1960,490,1,1,1,14
490,1960,1,1,1,14
1960,1960,3,1,35,7
1960,1960,3,2,35,7
1960,1960,1,1,1,7
1960,490,1,1,1,7
490,1960,1,1,1,7
2016,2016,3,1,36,14
2016,2016,3,2,36,14
2016,2016,1,1,1,14
2016,504,1,1,1,14
504,2016,1,1,1,14
2016,2016,3,1,36,7
2016,2016,3,2,36,7
2016,2016,1,1,1,7
2016,504,1,1,1,7
504,2016,1,1,1,7
2072,2072,3,1,37,14
2072,2072,3,2,37,14
2072,2072,1,1,1,14
2072,518,1,1,1,14
518,2072,1,1,1,14
2072,2072,3,1,37,7
2072,2072,3,2,37,7
2072,2072,1,1,1,7
2072,518,1,1,1,7
518,2072,1,1,1,7
2128,2128,3,1,38,14
2128,2128,3,2,38,14
2128,2128,1,1,1,14
2128,532,1,1,1,14
532,2128,1,1,1,14
2128,2128,3,1,38,7
2128,2128,3,2,38,7
2128,2128,1,1,1,7
2128,532,1,1,1,7
532,2128,1,1,1,7
2184,2184,3,1,39,14
2184,2184,3,2,39,14
2184,2184,1,1,1,14
2184,546,1,1,1,14
546,2184,1,1,1,14
2184,2184,3,1,39,7
2184,2184,3,2,39,7
2184,2184,1,1,1,7
2184,546,1,1,1,7
546,2184,1,1,1,7
2240,2240,3,1,40,14
2240,2240,3,2,40,14
2240,2240,1,1,1,14
2240,560,1,1,1,14
560,2240,1,1,1,14
2240,2240,3,1,40,7
2240,2240,3,2,40,7
2240,2240,1,1,1,7
2240,560,1,1,1,7
560,2240,1,1,1,7
2296,2296,3,1,41,14
2296,2296,3,2,41,14
2296,2296,1,1,1,14
2296,574,1,1,1,14
574,2296,1,1,1,14
2296,2296,3,1,41,7
2296,2296,3,2,41,7
2296,2296,1,1,1,7
2296,574,1,1,1,7
574,2296,1,1,1,7
2352,2352,3,1,42,14
2352,2352,3,2,42,14
2352,2352,1,1,1,14
2352,588,1,1,1,14
588,2352,1,1,1,14
2352,2352,3,1,42,7
2352,2352,3,2,42,7
2352,2352,1,1,1,7
2352,588,1,1,1,7
588,2352,1,1,1,7
64,64,3,1,1,112
32,64,1,1,1,112
21,64,1,1,1,112
64,64,3,2,1,112
32,64,1,2,1,112
21,64,1,2,1,112
64,64,1,1,1,112
64,16,1,1,1,112
16,64,1,1,1,112
64,64,3,1,1,56
32,64,1,1,1,56
21,64,1,1,1,56
64,64,3,2,1,56
32,64,1,2,1,56
21,64,1,2,1,56
64,64,1,1,1,56
64,16,1,1,1,56
16,64,1,1,1,56
128,128,3,1,2,112
64,128,1,1,1,112
42,128,1,1,1,112
128,128,3,2,2,112
64,128,1,2,1,112
42,128,1,2,1,112
128,128,1,1,1,112
128,32,1,1,1,112
32,128,1,1,1,112
128,128,3,1,2,56
64,128,1,1,1,56
42,128,1,1,1,56
128,128,3,2,2,56
64,128,1,2,1,56
42,128,1,2,1,56
128,128,1,1,1,56
128,32,1,1,1,56
32,128,1,1,1,56
192,192,3,1,3,112
96,192,1,1,1,112
64,192,1,1,1,112
192,192,3,2,3,112
96,192,1,2,1,112
64,192,1,2,1,112
192,192,1,1,1,112
192,48,1,1,1,112
48,192,1,1,1,112
192,192,3,1,3,56
96,192,1,1,1,56
64,192,1,1,1,56
192,192,3,2,3,56
96,192,1,2,1,56
64,192,1,2,1,56
192,192,1,1,1,56
192,48,1,1,1,56
48,192,1,1,1,56
256,256,3,1,4,112
128,256,1,1,1,112
85,256,1,1,1,112
256,256,3,2,4,112
128,256,1,2,1,112
85,256,1,2,1,112
256,256,1,1,1,112
256,64,1,1,1,112
64,256,1,1,1,112
256,256,3,1,4,56
128,256,1,1,1,56
85,256,1,1,1,56
256,256,3,2,4,56
128,256,1,2,1,56
85,256,1,2,1,56
256,256,1,1,1,56
256,64,1,1,1,56
64,256,1,1,1,56
128,128,3,1,2,56
128,128,3,2,2,56
128,128,1,1,1,56
128,32,1,1,1,56
32,128,1,1,1,56
128,128,3,1,2,28
128,128,3,2,2,28
128,128,1,1,1,28
128,32,1,1,1,28
32,128,1,1,1,28
192,192,3,1,3,56
192,192,3,2,3,56
192,192,1,1,1,56
192,48,1,1,1,56
48,192,1,1,1,56
192,192,3,1,3,28
192,192,3,2,3,28
192,192,1,1,1,28
192,48,1,1,1,28
48,192,1,1,1,28
256,256,3,1,4,56
256,256,3,2,4,56
256,256,1,1,1,56
256,64,1,1,1,56
64,256,1,1,1,56
256,256,3,1,4,28
256,256,3,2,4,28
256,256,1,1,1,28
256,64,1,1,1,28
64,256,1,1,1,28
320,320,3,1,5,56
320,320,3,2,5,56
320,320,1,1,1,56
320,80,1,1,1,56
80,320,1,1,1,56
320,320,3,1,5,28
320,320,3,2,5,28
320,320,1,1,1,28
320,80,1,1,1,28
80,320,1,1,1,28
384,384,3,1,6,56
384,384,3,2,6,56
384,384,1,1,1,56
384,96,1,1,1,56
96,384,1,1,1,56
384,384,3,1,6,28
384,384,3,2,6,28
384,384,1,1,1,28
384,96,1,1,1,28
96,384,1,1,1,28
448,448,3,1,7,56
448,448,3,2,7,56
448,448,1,1,1,56
448,112,1,1,1,56
112,448,1,1,1,56
448,448,3,1,7,28
448,448,3,2,7,28
448,448,1,1,1,28
448,112,1,1,1,28
112,448,1,1,1,28
512,512,3,1,8,56
512,512,3,2,8,56
512,512,1,1,1,56
512,128,1,1,1,56
128,512,1,1,1,56
512,512,3,1,8,28
512,512,3,2,8,28
512,512,1,1,1,28
512,128,1,1,1,28
128,512,1,1,1,28
256,256,3,1,4,28
256,256,3,2,4,28
256,256,1,1,1,28
256,64,1,1,1,28
64,256,1,1,1,28
256,256,3,1,4,14
256,256,3,2,4,14
256,256,1,1,1,14
256,64,1,1,1,14
64,256,1,1,1,14
320,320,3,1,5,28
320,320,3,2,5,28
320,320,1,1,1,28
320,80,1,1,1,28
80,320,1,1,1,28
320,320,3,1,5,14
320,320,3,2,5,14
320,320,1,1,1,14
320,80,1,1,1,14
80,320,1,1,1,14
384,384,3,1,6,28
384,384,3,2,6,28
384,384,1,1,1,28
384,96,1,1,1,28
96,384,1,1,1,28
384,384,3,1,6,14
384,384,3,2,6,14
384,384,1,1,1,14
384,96,1,1,1,14
96,384,1,1,1,14
448,448,3,1,7,28
448,448,3,2,7,28
448,448,1,1,1,28
448,112,1,1,1,28
112,448,1,1,1,28
448,448,3,1,7,14
448,448,3,2,7,14
448,448,1,1,1,14
448,112,1,1,1,14
112,448,1,1,1,14
512,512,3,1,8,28
512,512,3,2,8,28
512,512,1,1,1,28
512,128,1,1,1,28
128,512,1,1,1,28
512,512,3,1,8,14
512,512,3,2,8,14
